PROP_ID,location,AREA,PRICE,BEDROOM_NUM,MIN_AREA_SQFT,MAX_AREA_SQFT,AMENITIES,AGE,FLOOR_NUM,TOTAL_FLOOR,BALCONY_NUM,TOTAL_LANDMARK_COUNT,REGISTERED_DAYS,PROPERTY_TYPE,FURNISH,FACING,VERIFIED,LAT,LNG
C70227284,unknown,unknown,10000000.0,3.0,1545.0,1545.0,,0.0,12.0,12.0,2.0,8.0,30.0,flat,semi-furnished,east,0,17.430954788578,78.564171074769
U69948180,unknown,unknown,13000000.0,4.0,1647.0,1647.0,,12.0,1.0,2.0,3.0,50.0,7.0,villa,semi-furnished,east,0,17.536121,78.289779
F69893118,unknown,unknown,5900000.0,2.0,1242.0,1242.0,,12.0,1.0,5.0,2.0,47.0,7.0,house,semi-furnished,east,0,17.48718,78.5786
C70245960,kismathpur,kismathpur,25000000.0,4.0,2296.0,2296.0,,0.0,1.0,2.0,2.0,34.0,21.0,villa,semi-furnished,west,1,17.415997,78.34191
O70832860,5th phase kphb,5th phase kphb,23000000.0,3.0,2259.0,2259.0,,2.5,5.0,35.0,3.0,8.0,7.0,flat,furnished,west,0,17.475742,78.391786
M70548494,janachaitanya colony,janachaitanya colony,7000000.0,3.0,1610.0,1610.0,,20.0,2.0,4.0,1.0,31.0,21.0,flat,semi-furnished,east,1,17.3518346,78.406108
C68357488,unknown,unknown,15300000.0,4.0,2035.0,2035.0,,20.0,4.0,5.0,2.0,10.0,21.0,flat,semi-furnished,east,0,17.538237,78.480804
F69066504,khajaguda,khajaguda,14000000.0,3.0,1801.0,1801.0,,20.0,5.0,14.0,1.0,3.0,30.0,flat,semi-furnished,west,0,17.41214,78.36431
H70794478,kondapur,kondapur,21000000.0,3.0,2000.0,2000.0,,12.0,10.0,18.0,2.0,12.0,7.0,flat,semi-furnished,east,0,17.4609913,78.3532083
Y70794434,kondapur,kondapur,13899999.999999998,2.0,1325.0,1325.0,,12.0,10.0,18.0,2.0,12.0,7.0,flat,semi-furnished,east,0,17.4609913,78.3532083
G70697224,kollur,kollur,10400000.0,3.0,1900.0,1900.0,,12.0,9.0,12.0,2.0,8.0,14.0,flat,semi-furnished,east,0,17.443855,78.250431
U70610396,kollur,kollur,7644000.0,2.0,1400.0,1400.0,,12.0,9.0,12.0,1.0,8.0,21.0,flat,semi-furnished,east,0,17.443855,78.250431
Z69473136,unknown,unknown,7155000.0,3.0,1350.0,1350.0,,20.0,2.0,5.0,2.0,37.0,21.0,flat,semi-furnished,east,0,17.538237,78.480804
J70253036,unknown,unknown,8600000.0,3.0,1660.0,1660.0,,20.0,3.0,5.0,2.0,19.0,30.0,flat,semi-furnished,north,1,17.3539887,78.3939046
K70663186,unknown,unknown,15000000.0,2.0,1314.0,1314.0,,20.0,9.0,31.0,1.0,12.0,14.0,flat,furnished,east,0,17.398775,78.355493
R70383544,unknown,unknown,14200000.0,3.0,1950.0,1950.0,,12.0,6.0,14.0,1.0,12.0,30.0,flat,semi-furnished,east,0,17.39992,78.36983
F70204580,unknown,unknown,65000000.0,3.0,3430.0,3430.0,,0.0,3.0,36.0,2.0,13.0,30.0,flat,semi-furnished,north,1,17.4480919,78.3787508
F70152724,unknown,unknown,26800000.0,3.0,1665.0,1665.0,,20.0,1.0,2.0,1.0,1.0,30.0,villa,semi-furnished,unknown,1,17.440957,78.2866571
O70101572,unknown,unknown,42000000.0,4.0,2250.0,2250.0,,20.0,2.0,3.0,1.0,50.0,30.0,villa,semi-furnished,east,1,17.4761199,78.2956425
D68308964,unknown,unknown,39300000.0,4.0,228.0,228.0,,0.0,1.0,2.0,1.0,45.0,30.0,villa,semi-furnished,east,1,17.426989,78.333824
N70084264,unknown,unknown,14400000.0,3.0,1800.0,1800.0,,0.0,4.0,20.0,1.0,50.0,30.0,flat,furnished,east,0,17.47078,78.30668
Z68621606,unknown,unknown,31500000.0,3.0,2700.0,2700.0,,0.0,1.0,2.0,1.0,0.0,30.0,villa,furnished,east,1,17.446894,78.242836
K69968250,unknown,unknown,3900000.0,2.0,1185.0,1185.0,,12.0,9.0,15.0,1.0,1.0,30.0,flat,semi-furnished,north-east,0,17.477415,78.227409
Z68966362,unknown,unknown,74800000.0,4.0,308.0,308.0,,20.0,1.0,2.0,3.0,15.0,30.0,villa,furnished,east,0,17.3831695,78.3789106
S70972722,unknown,unknown,13000000.0,2.0,1275.0,1275.0,,20.0,14.0,25.0,1.0,13.0,3.0,flat,semi-furnished,east,0,17.47078,78.30668
F70608448,unknown,unknown,10500000.0,3.0,1525.0,1525.0,,20.0,11.0,15.0,1.0,15.0,21.0,flat,furnished,east,0,17.538237,78.480804
J69498862,unknown,unknown,21000000.0,3.0,2259.0,2259.0,,0.0,5.0,35.0,2.0,8.0,30.0,flat,furnished,unknown,0,17.478433,78.392116
C70532678,chaitanya enclave,chaitanya enclave,22500000.0,3.0,2238.0,2238.0,,20.0,8.0,9.0,1.0,46.0,21.0,flat,semi-furnished,east,0,17.414323,78.365354
N70516822,chaitanya enclave,chaitanya enclave,22500000.0,3.0,2238.0,2238.0,,20.0,8.0,9.0,1.0,46.0,21.0,flat,semi-furnished,east,0,17.414323,78.365354
X70389492,unknown,unknown,21500000.0,3.0,2259.0,2259.0,,0.0,10.0,35.0,2.0,8.0,30.0,flat,furnished,unknown,0,17.478433,78.392116
V70381096,bandlaguda jagir,bandlaguda jagir,39100000.0,3.0,1800.0,1800.0,,12.0,1.0,2.0,2.0,6.0,30.0,villa,semi-furnished,west,0,17.34259,78.396008
S70381024,bandlaguda jagir,bandlaguda jagir,47000000.0,3.0,2070.0,2070.0,,12.0,1.0,2.0,2.0,6.0,30.0,villa,semi-furnished,east,0,17.34259,78.396008
H70380966,bandlaguda jagir,bandlaguda jagir,46300000.0,3.0,2070.0,2070.0,,12.0,1.0,2.0,2.0,6.0,30.0,villa,semi-furnished,west,0,17.34259,78.396008
G70380916,bandlaguda jagir,bandlaguda jagir,40800000.0,3.0,1800.0,1800.0,,12.0,1.0,2.0,2.0,6.0,30.0,villa,semi-furnished,east,0,17.34259,78.396008
L70380842,bandlaguda jagir,bandlaguda jagir,57900000.0,4.0,2700.0,2700.0,,12.0,1.0,2.0,3.0,6.0,30.0,villa,semi-furnished,west,0,17.34259,78.396008
G70380688,bandlaguda jagir,bandlaguda jagir,58200000.0,4.0,2700.0,2700.0,,12.0,1.0,2.0,3.0,6.0,30.0,villa,semi-furnished,east,0,17.34259,78.396008
V70365366,gachibowli,gachibowli,13400000.0,3.0,1935.0,1935.0,,12.0,7.0,14.0,2.0,47.0,30.0,flat,semi-furnished,east,0,17.4359437,78.3416731
M70364786,manikonda,manikonda,7840000.000000001,2.0,1300.0,1300.0,,12.0,4.0,5.0,2.0,50.0,30.0,flat,semi-furnished,east,0,17.4011618,78.37569
H70364732,manikonda,manikonda,7550000.0,2.0,1250.0,1250.0,,12.0,3.0,5.0,1.0,50.0,30.0,flat,semi-furnished,east,0,17.4011618,78.37569
S70358018,manikonda,manikonda,7540000.000000001,2.0,1250.0,1250.0,,12.0,4.0,5.0,1.0,50.0,30.0,flat,semi-furnished,east,0,17.4011618,78.37569
O70357764,manikonda,manikonda,7550000.0,2.0,1250.0,1250.0,,12.0,3.0,5.0,1.0,0.0,30.0,flat,semi-furnished,east,0,,
O70339336,nallagandla,nallagandla,13400000.0,3.0,1935.0,1935.0,,12.0,3.0,14.0,2.0,11.0,30.0,flat,semi-furnished,west,0,17.459904,78.306975
S70339270,nallagandla,nallagandla,13400000.0,3.0,1935.0,1935.0,,12.0,4.0,14.0,2.0,11.0,30.0,flat,semi-furnished,east,0,17.459904,78.306975
Y70339182,nallagandla,nallagandla,14900000.0,3.0,2162.0,2162.0,,12.0,14.0,14.0,2.0,11.0,30.0,flat,semi-furnished,west,0,17.459904,78.306975
I70339038,nallagandla,nallagandla,12100000.0,3.0,1754.0,1754.0,,12.0,13.0,14.0,1.0,11.0,30.0,flat,semi-furnished,west,0,17.459904,78.306975
W70338932,nallagandla,nallagandla,13100000.0,3.0,1896.0,1896.0,,12.0,10.0,14.0,1.0,11.0,30.0,flat,semi-furnished,east,0,17.459904,78.306975
G70338832,nallagandla,nallagandla,10000000.0,3.0,1452.0,1452.0,,12.0,8.0,14.0,1.0,11.0,30.0,flat,semi-furnished,east,0,17.459904,78.306975
T70338702,nallagandla,nallagandla,9232000.0,2.0,1338.0,1338.0,,12.0,9.0,14.0,1.0,11.0,30.0,flat,semi-furnished,west,0,17.459904,78.306975
X70338598,nallagandla,nallagandla,9232000.0,2.0,1338.0,1338.0,,12.0,6.0,14.0,1.0,11.0,30.0,flat,semi-furnished,west,0,17.459904,78.306975
E70338432,nallagandla,nallagandla,9598000.0,2.0,1391.0,1391.0,,12.0,8.0,14.0,1.0,11.0,30.0,flat,semi-furnished,east,0,17.459904,78.306975
P70338218,nallagandla,nallagandla,9598000.0,2.0,1391.0,1391.0,,12.0,5.0,14.0,1.0,11.0,30.0,flat,semi-furnished,east,0,17.459904,78.306975
H70157910,raidurgam,raidurgam,82500000.0,4.0,6605.0,6605.0,,12.0,35.0,45.0,3.0,45.0,30.0,flat,semi-furnished,north-east,0,17.423947,78.388726
P70157790,raidurgam,raidurgam,68000000.0,4.0,5430.0,5430.0,,12.0,25.0,45.0,3.0,45.0,30.0,flat,semi-furnished,north-east,0,17.423947,78.388726
B70156560,raidurgam,raidurgam,68000000.0,4.0,5425.0,5425.0,,12.0,21.0,45.0,3.0,45.0,30.0,flat,semi-furnished,north-east,0,17.423947,78.388726
W70156556,unknown,unknown,8478000.0,3.0,900.0,900.0,,12.0,4.0,5.0,2.0,0.0,30.0,flat,semi-furnished,west,0,,
X70155936,unknown,unknown,7948999.999999999,3.0,800.0,800.0,,12.0,1.0,5.0,2.0,6.0,30.0,flat,semi-furnished,east,0,17.529701,78.333031
A70107052,kondapur,kondapur,22000000.0,3.0,1855.0,1855.0,,20.0,10.0,25.0,1.0,49.0,30.0,flat,semi-furnished,west,0,17.4609913,78.3532083
C70106944,kondapur,kondapur,22000000.0,3.0,1965.0,1965.0,,20.0,15.0,25.0,1.0,49.0,30.0,flat,semi-furnished,west,0,17.4609913,78.3532083
J70106610,kondapur,kondapur,40000000.0,4.0,3350.0,3350.0,,20.0,8.0,25.0,2.0,49.0,30.0,flat,semi-furnished,west,0,17.4609913,78.3532083
I70106064,kondapur,kondapur,15000000.0,2.0,1290.0,1290.0,,20.0,2.0,25.0,1.0,49.0,30.0,flat,semi-furnished,east,0,17.4609913,78.3532083
B70046038,unknown,unknown,230000000.0,4.0,6500.0,6500.0,,0.0,1.0,2.0,2.0,49.0,30.0,villa,semi-furnished,west,0,17.4066129,78.3941767
C70043160,unknown,unknown,42000000.0,4.0,4376.0,4376.0,,2.5,5.0,32.0,3.0,46.0,30.0,flat,furnished,east,0,17.4151333,78.3631194
V69980956,unknown,unknown,140000000.0,6.0,4401.0,4401.0,,2.5,1.0,2.0,2.0,47.0,30.0,villa,furnished,east,0,17.4359437,78.3416731
V69223154,aditya nagar,aditya nagar,13899999.999999998,3.0,1740.0,1740.0,,12.0,15.0,26.0,1.0,50.0,30.0,flat,semi-furnished,unknown,0,17.480976,78.365858
O69222956,kothaguda,kothaguda,13899999.999999998,3.0,1740.0,1740.0,,12.0,14.0,26.0,1.0,48.0,30.0,flat,semi-furnished,unknown,0,17.46432,78.37295
Z69222096,kokapet,kokapet,14600000.0,3.0,1825.0,1825.0,,12.0,18.0,26.0,1.0,26.0,30.0,flat,semi-furnished,unknown,0,17.40223,78.3444
I69219890,anjaiah nagar,anjaiah nagar,15200000.0,3.0,1905.0,1905.0,,12.0,13.0,26.0,1.0,36.0,30.0,flat,semi-furnished,unknown,0,17.449889,78.365053
K70988116,telecom nagar,telecom nagar,9500000.0,2.0,1210.0,1210.0,,2.5,4.0,5.0,1.0,44.0,2.0,flat,furnished,east,0,17.4332,78.366763
X70987768,unknown,unknown,24000000.0,3.0,2000.0,2000.0,,20.0,12.0,18.0,1.0,12.0,2.0,flat,semi-furnished,west,0,17.466742,78.337059
P70986374,gouthami enclave,gouthami enclave,9500000.0,2.0,1240.0,1240.0,,2.5,5.0,5.0,1.0,50.0,2.0,flat,furnished,north-east,0,17.465666,78.350562
S70973026,unknown,unknown,6200000.0,2.0,1200.0,1200.0,,20.0,2.0,5.0,2.0,50.0,3.0,flat,semi-furnished,north,0,17.5174921,78.3172467
F70956012,unknown,unknown,8259999.999999999,3.0,1505.0,1505.0,,20.0,2.0,5.0,2.0,50.0,4.0,flat,semi-furnished,east,1,17.5178331,78.317208
V70931868,unknown,unknown,20900000.0,4.0,3750.0,3750.0,,12.0,2.0,3.0,2.0,0.0,5.0,villa,semi-furnished,west,0,17.443855,78.250431
P70931564,unknown,unknown,25200000.0,4.0,3750.0,3750.0,,12.0,2.0,3.0,2.0,1.0,5.0,villa,semi-furnished,east,0,17.477415,78.227409
Z70931466,unknown,unknown,21600000.0,4.0,3750.0,3750.0,,12.0,2.0,3.0,2.0,1.0,5.0,villa,semi-furnished,west,0,17.477415,78.227409
L70931392,unknown,unknown,20900000.0,4.0,3750.0,3750.0,,12.0,2.0,3.0,2.0,1.0,5.0,villa,semi-furnished,west,0,17.477415,78.227409
W70931338,unknown,unknown,20600000.0,4.0,3750.0,3750.0,,12.0,2.0,3.0,2.0,1.0,5.0,villa,semi-furnished,east,0,17.477415,78.227409
A70924294,unknown,unknown,20700000.0,4.0,3751.0,3751.0,,12.0,2.0,3.0,2.0,1.0,5.0,villa,semi-furnished,west,0,17.477415,78.227409
M70502184,unknown,unknown,20000000.0,3.0,2259.0,2259.0,,0.0,2.0,35.0,2.0,8.0,7.0,flat,semi-furnished,east,1,17.261839,78.54463
R70873782,unknown,unknown,12500000.0,5.0,1197.0,1197.0,,0.0,2.0,3.0,3.0,11.0,7.0,villa,semi-furnished,east,1,17.4626216,78.6313624
T70833436,unknown,unknown,16000000.0,3.0,2000.0,2000.0,,20.0,1.0,2.0,2.0,5.0,7.0,villa,semi-furnished,unknown,0,17.559964,78.390173
M70818430,unknown,unknown,6100000.0,2.0,1200.0,1200.0,,20.0,2.0,5.0,2.0,50.0,7.0,flat,semi-furnished,north,1,17.5176968,78.3170894
E70818340,unknown,unknown,7500000.0,3.0,1450.0,1450.0,,20.0,2.0,5.0,2.0,50.0,7.0,flat,semi-furnished,west,1,17.518024,78.3169335
F70818218,unknown,unknown,7559999.999999999,3.0,1475.0,1475.0,,20.0,2.0,5.0,2.0,50.0,7.0,flat,semi-furnished,north-east,1,17.5175497,78.3166784
L70828150,unknown,unknown,14000000.0,2.0,1270.0,1270.0,,0.0,8.0,12.0,2.0,12.0,7.0,flat,unfurnished,unknown,0,17.399482,78.34253
X70827638,unknown,unknown,59500000.0,4.0,4761.0,4761.0,,2.5,13.0,39.0,1.0,4.0,7.0,flat,unfurnished,east,0,17.474334,78.393433
U70815282,unknown,unknown,13500000.0,3.0,1470.0,1470.0,,2.5,3.0,6.0,1.0,47.0,7.0,flat,furnished,unknown,0,17.505631,78.381318
M70810780,unknown,unknown,5600000.0,2.0,1165.0,1165.0,,20.0,3.0,5.0,2.0,4.0,7.0,flat,semi-furnished,west,0,17.5331174,78.3232294
U70803782,unknown,unknown,85000000.0,3.0,3430.0,3430.0,,0.0,20.0,36.0,2.0,13.0,7.0,flat,unfurnished,west,0,17.430915,78.37728
S70789090,mokila,mokila,20400000.0,3.0,2390.0,2390.0,,20.0,1.0,2.0,2.0,8.0,7.0,villa,semi-furnished,east,0,17.428952,78.197469
K70396630,unknown,unknown,19000000.0,5.0,1764.0,1764.0,,0.0,2.0,3.0,3.0,24.0,14.0,villa,semi-furnished,west,1,17.4905076,78.6044716
B70592574,unknown,unknown,40000000.0,5.0,2250.0,2250.0,,2.5,1.0,2.0,3.0,10.0,21.0,villa,semi-furnished,east,0,17.5468498,78.3650231
P70260326,unknown,unknown,23200000.0,3.0,2235.0,2235.0,,20.0,29.0,32.0,1.0,13.0,21.0,flat,semi-furnished,east,1,17.3949275,78.3391127
J70477298,unknown,unknown,12700000.0,3.0,1795.0,1795.0,,12.0,9.0,14.0,1.0,12.0,28.0,flat,semi-furnished,west,0,17.3973794,78.3856447
Y70468864,unknown,unknown,25000000.0,3.0,2300.0,2300.0,,20.0,8.0,15.0,1.0,15.0,30.0,flat,semi-furnished,east,0,17.465823,78.3636065
Q70467676,unknown,unknown,29400000.0,3.0,2800.0,2800.0,,2.5,6.0,10.0,2.0,48.0,30.0,flat,furnished,west,0,17.422104,78.346978
L70467574,unknown,unknown,53000000.0,3.0,2595.0,2595.0,,0.0,29.0,36.0,1.0,13.0,30.0,flat,furnished,west,0,17.430915,78.37728
L70451098,unknown,unknown,11000000.0,2.0,1245.0,1245.0,,2.5,10.0,10.0,1.0,50.0,30.0,flat,furnished,west,0,17.47078,78.30668
X70441202,unknown,unknown,17200000.0,3.0,1592.0,1592.0,,20.0,11.0,32.0,1.0,7.0,30.0,flat,unfurnished,west,0,17.49479,78.39964
J70403598,unknown,unknown,22700000.0,3.0,1890.0,1890.0,,0.0,13.0,20.0,3.0,48.0,30.0,flat,furnished,north,0,17.42278,78.34724
S70402864,unknown,unknown,10300000.0,3.0,1580.0,1580.0,,20.0,5.0,6.0,1.0,50.0,30.0,flat,semi-furnished,unknown,0,17.46511,78.3574
G70402600,unknown,unknown,23000000.0,3.0,1834.0,1834.0,,0.0,29.0,31.0,1.0,12.0,30.0,flat,semi-furnished,east,0,17.3973794,78.3856447
H70391920,unknown,unknown,28500000.0,3.0,2690.0,2690.0,,2.5,10.0,10.0,2.0,40.0,30.0,flat,unfurnished,west,0,17.4350753,78.3707122
O70391442,unknown,unknown,17500000.0,3.0,1725.0,1725.0,,0.0,6.0,12.0,1.0,15.0,30.0,flat,semi-furnished,west,0,17.4359437,78.3416731
R70389634,unknown,unknown,33000000.0,3.0,2490.0,2490.0,,0.0,9.0,15.0,3.0,26.0,30.0,flat,furnished,west,0,17.40223,78.3444
V70387462,unknown,unknown,18300000.0,3.0,1672.0,1672.0,,12.0,13.0,32.0,1.0,7.0,30.0,flat,semi-furnished,east,0,17.49479,78.39964
G70378074,unknown,unknown,17000000.0,3.0,1845.0,1845.0,,0.0,3.0,12.0,2.0,15.0,30.0,flat,furnished,west,0,17.453593,78.299753
T70377314,unknown,unknown,107000000.0,4.0,4023.0,4023.0,,0.0,1.0,2.0,3.0,47.0,30.0,villa,semi-furnished,east,0,17.506399,78.325792
H70376772,unknown,unknown,14500000.0,3.0,1422.0,1422.0,,20.0,1.0,2.0,2.0,3.0,30.0,villa,furnished,east,0,17.56231,78.383427
D70374052,unknown,unknown,9000000.0,2.0,1270.0,1270.0,,2.5,5.0,10.0,1.0,50.0,30.0,flat,semi-furnished,west,0,17.472876,78.310177
E68779934,unknown,unknown,59000000.0,5.0,540.0,540.0,,20.0,1.0,2.0,2.0,0.0,30.0,villa,semi-furnished,east,0,17.443354,78.182044
M70363752,unknown,unknown,20700000.0,3.0,1957.0,1957.0,,20.0,13.0,32.0,1.0,13.0,30.0,flat,semi-furnished,east,0,17.40223,78.3444
X70318592,unknown,unknown,56300000.0,3.0,2680.0,2680.0,,0.0,30.0,36.0,1.0,13.0,30.0,flat,semi-furnished,east,0,17.430915,78.37728
E70318352,unknown,unknown,72000000.0,3.0,3430.0,3430.0,,0.0,24.0,36.0,2.0,13.0,30.0,flat,semi-furnished,west,0,17.430915,78.37728
E70281780,chandanagar,chandanagar,7680000.0,2.0,1285.0,1285.0,,12.0,4.0,5.0,1.0,47.0,30.0,flat,semi-furnished,east,0,17.49182,78.32617
